Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT103439924,Fri Mar 17 16:44:32 IST 2023,4.62504E+11,LWBP20213009,8.90537E+12,Men-Backpacks,FLY FASHION,1,1145,Defective/Damage Product received,Product torn worn out,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/4nCD/6294acdeaeb26921aff34cc4/-462504143-blue-MODEL.jpg
RT103450652,Fri Mar 17 16:43:27 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Did not like the product,Not happy with product quality,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT103463314,Fri Mar 17 16:30:46 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Size/Colour Issue,Does not fit well,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT103435874,Fri Mar 17 15:51:59 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Not happy with product quality,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT103458006,Fri Mar 17 14:55:49 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,2,1163,Size/Colour Issue,Want to change style color,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT103428625,Fri Mar 17 14:08:35 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103439266,Fri Mar 17 14:01:48 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103415637,Fri Mar 17 13:04:09 IST 2023,4.62508E+11,LWBP20213017,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Wrong Item Shipped ,Different product delivered,RVP,Quilted Laptop Backpack,https://assets.ajio.com/medias/sys_master/root/20220530/nSt5/6294ac82f997dd03e245b425/-462507589-black-MODEL.jpg
RT103404835,Fri Mar 17 12:32:07 IST 2023,4.62423E+11,LWOB19201083,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aJIP/6294ac86aeb26921aff342c7/-462422847-brown-MODEL.jpg
RT103234171,Fri Mar 17 11:31:52 IST 2023,4.62462E+11,LWWC16176139,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,748,Others,Others,Self Ship Without Shipping Charge,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/nPik/6294acdff997dd03e245be60/-462462252-brown-MODEL.jpg
RT103383896,Fri Mar 17 10:21:02 IST 2023,4.62364E+11,LWDB19204061,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1145,Did not like the product,Does not look good on me,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/2vJH/6294ac28f997dd03e245a80b/-462364273-brown-MODEL.jpg
RT103370286,Thu Mar 16 22:16:55 IST 2023,4.62588E+11,FLYOB202102,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Wrong Item Shipped ,Different product delivered,RVP,Laptop Messsenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1taB/6294ac8caeb26921aff34377/-462587952-grey-MODEL.jpg
RT103359403,Thu Mar 16 21:34:48 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Did not like color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103320918,Thu Mar 16 19:22:02 IST 2023,4.62501E+11,FLYSB202106,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Did not like the product,Does not look good on me,RVP,Sling Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/BzdC/6294acbaf997dd03e245bb60/-462501120-blue-MODEL.jpg
RT103305871,Thu Mar 16 19:13:11 IST 2023,4.62501E+11,FLYSB202106,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Did not like the product,Not happy with product quality,RVP,Sling Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/BzdC/6294acbaf997dd03e245bb60/-462501120-blue-MODEL.jpg
RT103232087,Thu Mar 16 17:28:05 IST 2023,4.62462E+11,LWWC16176075,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,916,Others,Others,Self Ship Without Shipping Charge,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/vFuk/6294ac86aeb26921aff342c5/-462462264-blue-MODEL.jpg
RT103324200,Thu Mar 16 17:26:50 IST 2023,4.62588E+11,FLYOB202102,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Wrong Item Shipped,Product not as displayed on website,RVP,Laptop Messsenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1taB/6294ac8caeb26921aff34377/-462587952-grey-MODEL.jpg
RT103203114,Thu Mar 16 16:32:09 IST 2023,4.6247E+11,LWWC16176106,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721,Others,Others,Self Ship Without Shipping Charge, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/kUja/6294acc5aeb26921aff34a97/-462469875-brown-MODEL.jpg
RT103211126,Thu Mar 16 11:22:39 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103175171,Thu Mar 16 00:28:11 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Did not like the product,Did not like color,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT103142642,Wed Mar 15 22:16:40 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103113609,Wed Mar 15 19:45:07 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT103039898,Wed Mar 15 16:08:48 IST 2023,4.62423E+11,LWOB19201083,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aJIP/6294ac86aeb26921aff342c7/-462422847-brown-MODEL.jpg
RT102994235,Wed Mar 15 08:48:48 IST 2023,4.62507E+11,FLYSB202104,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Adjustable Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/jqtq/6294acecf997dd03e245bfd8/-462507030-grey-MODEL.jpg
RT102969113,Tue Mar 14 22:24:12 IST 2023,4.62314E+11,LWOB16171123,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1184,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/307S/6294ac1aaeb26921aff33476/-462314261-black-MODEL.jpg
RT102304581,Tue Mar 14 19:42:53 IST 2023,4.62462E+11,LWWC16176113,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,458,Others,Wrong color delivered,RVP,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/a50A/6294acaef997dd03e245b9bd/-462462270-blue-MODEL.jpg
RT102904444,Tue Mar 14 18:49:38 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Wrong Item Shipped ,Wrong color delivered,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102773235,Tue Mar 14 15:43:05 IST 2023,4.62462E+11,LWWC20216001,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,916,Others,Others,Self Ship Without Shipping Charge,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/ZSU7/6294acf8f997dd03e245c152/-462462259-brown-MODEL.jpg
RT102815578,Tue Mar 14 14:45:55 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT102805303,Tue Mar 14 12:33:25 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102782827,Tue Mar 14 12:28:51 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT102786674,Tue Mar 14 12:27:15 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT102812028,Tue Mar 14 12:25:59 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT102793457,Tue Mar 14 12:25:13 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT102768868,Tue Mar 14 10:43:46 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Size/Colour Issue,Want to change style color,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102748869,Tue Mar 14 09:11:32 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102749630,Tue Mar 14 06:12:04 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT102733930,Mon Mar 13 23:47:27 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102753200,Mon Mar 13 23:27:47 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102751139,Mon Mar 13 23:15:44 IST 2023,4.624E+11,FLYBP202102,8.90537E+12,Men-Backpacks,FLY FASHION,1,831,Size/Colour Issue,Does not fit well,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/iyZr/6294ac49f997dd03e245acd5/-462400177-multi-MODEL.jpg
RT102714462,Mon Mar 13 21:01:52 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Defective/Damage Product received,Received defective merchandise,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102719042,Mon Mar 13 20:06:27 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Defective/Damage Product received,Received defective merchandise,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT102213988,Mon Mar 13 18:19:53 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Others,Different product delivered,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT102574685,Mon Mar 13 15:31:11 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Did not like the product,Did not like color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102551843,Mon Mar 13 13:30:29 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102569254,Mon Mar 13 13:09:22 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Not happy with product quality,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT102557374,Mon Mar 13 11:50:04 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Did not like color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102534127,Sun Mar 12 23:51:40 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT102513525,Sun Mar 12 22:55:26 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Did not like the product,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT102500115,Sun Mar 12 19:19:18 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,2,1649,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102465694,Sun Mar 12 17:38:40 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Wrong Item Shipped ,Different product delivered,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102459828,Sun Mar 12 17:31:10 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Did not like the product,Not happy with product quality,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT102459828,Sun Mar 12 17:31:10 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT102459715,Sun Mar 12 17:03:35 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Did not like the product,Does not look good on me,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT102472127,Sun Mar 12 16:08:09 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1031,Wrong Item Shipped ,Different product delivered,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT102459334,Sun Mar 12 15:38:12 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102076147,Sun Mar 12 14:43:46 IST 2023,4.62492E+11,FLYDB20214003,8.90537E+12,Men-Travel Bags,FLY FASHION,1,672,Others,Size is smaller than expected,RVP,Textured Duffle Bag with Trolley Sleeve,https://assets.ajio.com/medias/sys_master/root/20220530/hBLz/6294ac9faeb26921aff34628/-462491782-grey-MODEL.jpg
RT102423812,Sun Mar 12 13:58:36 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Wrong Item Shipped ,Different product delivered,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102426070,Sun Mar 12 11:14:06 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Size/Colour Issue,Size is smaller than expected,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT102385943,Sun Mar 12 10:39:56 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Want to change style color,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT102371743,Sun Mar 12 02:18:06 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT102367738,Sun Mar 12 01:04:56 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT102362845,Sun Mar 12 00:01:31 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Others,Ordered by mistake,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT102366226,Sat Mar 11 22:00:49 IST 2023,4.624E+11,FLYBP202102,8.90537E+12,Men-Backpacks,FLY FASHION,1,831,Did not like the product,Not happy with product quality,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/iyZr/6294ac49f997dd03e245acd5/-462400177-multi-MODEL.jpg
